dt,chain,network,gas_token_symbol,num_raw_txs,l2_num_attr_deposit_txs_per_day,l2_num_user_deposit_txs_per_day,l2_num_txs_per_day,l2_num_success_txs_per_day,num_users_per_day,l2_gas_used,l1_gas_used_on_l2,l1_gas_paid,blob_gas_paid,calldata_bytes_l2_per_day,l1_gas_paid_user_txs,blob_gas_paid_user_txs,l1_gas_used_user_txs_l2_per_day,calldata_bytes_user_txs_l2_per_day,l2_gas_used_user_txs_per_day,l2_eth_fees_per_day,l1_contrib_l2_eth_fees_per_day,l1_l1gas_contrib_l2_eth_fees_per_day,l1_blobgas_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_per_day,l2_contrib_l2_eth_fees_base_fee_per_day,l2_contrib_l2_eth_fees_priority_fee_per_day,compressedtxsize_approx_l2_per_day,compressedtxsize_approx_user_txs_l2_per_day,num_blocks,avg_l1_fee_scalar,avg_l1_blob_fee_scalar,avg_l1_gas_price_on_l2,avg_l2_gas_price,base_fee_gwei,equivalent_l1_tx_fee,active_secs_per_day,l2_num_txs_per_day_per_block,num_user_txs_per_second,l2_gas_used_per_block,l2_gas_used_per_second,l2_eth_fees_per_block,l2_eth_fees_per_second,is_initial_day,chain_name,chain_raw
2024-04-29 00:00:00+00:00,Fraxtal,mainnet,frxETH,46641,43200,21,3420,3348,169,3502551141.000000000,17831476.000000000,891573.7999999905,,12640489.0,891573.7999999905,0E-9,17831476.000000000,1398773.0,1017254988.000000000,0.024468526,0.008045662,0.008045638508189706,,0.016423479,2.3E-8,0.012604952,1114467.250000000,1114467.250000000,43200,0.05,0.0,9.024085845,0.016144328,5.1E-8,7.989187402,86400,0.07916666666666666,0.03958333333333333,81077.572708333,40538.786354167,5.66E-7,2.83E-7,0,frax,frax
2024-03-09 00:00:00+00:00,Fraxtal,mainnet,frxETH,50631,43200,99,7318,7314,402,3243829918.000000000,28868612.000000000,14434306.0,,13019114.0,14434306.0,0E-9,28868612.000000000,1745278.0,748938176.000000000,1.093827730,0.772779309,0.7727792712867638,,0.321048630,4.5E-8,0.320608674,1804288.250000000,1804288.250000000,43200,0.5,0.0,53.537681083,0.428671483,1.47E-7,39.216599095,86400,0.16939814814814816,0.08469907407407408,75088.655509259,37544.327754630,0.000025320,0.000012660,0,frax,frax
2024-05-05 00:00:00+00:00,Fraxtal,mainnet,frxETH,45894,43200,77,2614,2569,173,3861631794.000000000,14711824.000000000,735591.2000000031,,12539961.0,735591.2000000031,0E-9,14711824.000000000,1272101.0,1370156774.000000000,0.016611498,0.004408697,0.004408697730769418,,0.012203288,1E-9,0.010073762,919489.000000000,919489.000000000,43200,0.05,0.0,5.993407385,0.008906147,2.6E-8,6.716728556,86400,0.06050925925925926,0.03025462962962963,89389.624861111,44694.812430556,3.85E-7,1.92E-7,0,frax,frax
2024-02-15 00:00:00+00:00,Fraxtal,mainnet,frxETH,43269,43200,2,64,64,7,2555704536.000000000,4970816.000000000,2485408.0,,11573158.0,2485408.0,0E-9,4970816.000000000,340318.0,73229762.000000000,0.146404553,0.145605761,0.14560576472719153,,0.000798786,9E-9,0.000788489,310676.000000000,310676.000000000,43200,0.5,0.0,58.584250444,0.010907962,2.02E-7,4.296544512,86400,0.0014814814814814814,0.0007407407407407407,59159.827222222,29579.913611111,0.000003389,0.000001694,0,frax,frax
2024-03-01 00:00:00+00:00,Fraxtal,mainnet,frxETH,46819,43200,3,3615,3615,27,2809612209.000000000,18353324.000000000,9176662.0,,12580800.0,9176662.0,0E-9,18353324.000000000,1347476.0,325579135.000000000,0.496208286,0.490716432,0.49071637931116013,,0.005492073,0E-9,0.005116256,1147082.750000000,1147082.750000000,43200,0.5,0.0,53.474387453,0.016868205,1.0E-8,17.386692893,86400,0.08368055555555555,0.041840277777777775,65037.319652778,32518.659826389,0.000011486,0.000005743,0,frax,frax
2024-02-07 00:00:00+00:00,Fraxtal,mainnet,frxETH,43201,43200,0,1,1,2,2482712330.000000000,129132.000000000,129132.0,,11240487.0,129132.0,0E-9,129132.000000000,8487.0,1835686.000000000,0.005878511,0.005878492,0.005878492226699292,,1.8E-8,0E-9,1.8E-8,8070.750000000,8070.750000000,43200,1.0,0.0,45.523125381,0.000010000,0E-9,0.083566164,86400,2.3148148148148147e-05,1.1574074074074073e-05,57470.192824074,28735.096412037,1.36E-7,6.8E-8,0,frax,frax
2024-02-05 00:00:00+00:00,Fraxtal,mainnet,frxETH,43200,43200,0,0,0,1,2480609808.000000000,,,,11232000.0,0.0,0E-9,0E-9,0.0,0E-9,,,,,0E-9,,,0E-9,0E-9,43200,0.0,0.0,0E-9,0E-9,0E-9,0E-9,86400,0.0,0.0,57421.523333333,28710.761666667,,,0,frax,frax
2024-03-27 00:00:00+00:00,Fraxtal,mainnet,frxETH,47146,43200,31,3909,3827,221,14747630813.000000000,39584216.000000000,1979210.799999996,,14370241.0,1979210.799999996,0E-9,39584216.000000000,3124069.0,12272435994.000000000,0.082143423,0.069431168,0.06943113708815637,,0.012712886,0.000001116,0.011926097,2474013.500000000,2474013.500000000,43200,0.05,0.0,35.080213330,0.001035839,9.2E-8,464.881655317,86400,0.09048611111111111,0.04524305555555556,341380.342893519,170690.171446759,0.000001901,9.51E-7,0,frax,frax
2024-03-17 00:00:00+00:00,Fraxtal,mainnet,frxETH,47059,43200,60,3786,3752,226,3041207342.000000000,20850668.000000000,1042533.3999999964,,13185165.0,1042533.3999999964,0E-9,20850668.000000000,1925469.0,553379539.000000000,0.035562279,0.030639907,0.030639882227995248,,0.004923020,1.3E-8,0.004283856,1303166.750000000,1303166.750000000,43200,0.05,0.0,29.389832717,0.008895175,1.33E-7,16.116752916,86400,0.08763888888888889,0.043819444444444446,70398.318101852,35199.159050926,8.23E-7,4.12E-7,0,frax,frax
2024-03-11 00:00:00+00:00,Fraxtal,mainnet,frxETH,47721,43200,25,4491,4458,251,2933527525.000000000,20382796.000000000,10191398.0,,12638311.0,10191398.0,0E-9,20382796.000000000,1394211.0,448175793.000000000,0.873769116,0.724358172,0.7243581870919024,,0.149411204,0E-9,0.146587264,1273924.750000000,1273924.750000000,43200,0.5,0.0,71.075448834,0.333375737,6.5E-8,31.248973833,86400,0.10395833333333333,0.05197916666666667,67905.729745370,33952.864872685,0.000020226,0.000010113,0,frax,frax
2024-04-09 00:00:00+00:00,Fraxtal,mainnet,frxETH,46966,43200,26,3735,3556,220,8848773050.000000000,26569964.000000000,1328498.1999999909,,13695752.0,1328498.1999999909,0E-9,26569964.000000000,2451872.0,6364293045.000000000,0.051954053,0.035324024,0.03532403805131347,,0.016630462,2.6E-8,0.012625364,1660622.750000000,1660622.750000000,43200,0.05,0.0,26.589451195,0.002613013,1.1E-8,138.514338451,86400,0.08645833333333333,0.043229166666666666,204832.709490741,102416.354745370,0.000001203,6.01E-7,0,frax,frax
2024-04-03 00:00:00+00:00,Fraxtal,mainnet,frxETH,46751,43200,9,3541,3457,171,5810101856.000000000,25562856.000000000,1278142.7999999986,,13504166.0,1278142.7999999986,0E-9,25562856.000000000,2267938.0,3326743508.000000000,0.049290445,0.039507657,0.03950765630300506,,0.009783503,3.0E-8,0.004623547,1597678.500000000,1597678.500000000,43200,0.05,0.0,30.910205263,0.002940658,2.5E-8,86.578142013,86400,0.08196759259259259,0.040983796296296296,134493.098518519,67246.549259259,0.000001141,5.70E-7,0,frax,frax
2024-03-16 00:00:00+00:00,Fraxtal,mainnet,frxETH,46351,43200,39,3102,3075,187,4227419335.000000000,17571188.000000000,878559.3999999864,,12887327.0,878559.3999999864,0E-9,17571188.000000000,1637219.0,1743090075.000000000,0.038455572,0.029630695,0.029630694522726018,,0.008825440,3.36E-7,0.008262289,1098199.250000000,1098199.250000000,43200,0.05,0.0,33.726455517,0.005062745,2.16E-7,60.375994043,86400,0.07180555555555555,0.035902777777777777,97856.929050926,48928.464525463,8.90E-7,4.45E-7,0,frax,frax
2024-04-02 00:00:00+00:00,Fraxtal,mainnet,frxETH,46677,43200,17,3457,3389,181,3501012794.000000000,31661784.000000000,1583089.200000003,,13878906.0,1583089.200000003,0E-9,31661784.000000000,2638998.0,1017953833.000000000,0.128152168,0.054683410,0.054683384097753404,,0.073469436,5.6E-8,0.071149059,1978861.500000000,1978861.500000000,43200,0.05,0.0,34.542200211,0.072173027,9.9E-8,37.490299692,86400,0.08002314814814815,0.040011574074074074,81041.962824074,40520.981412037,0.000002966,0.000001483,0,frax,frax
2024-02-28 00:00:00+00:00,Fraxtal,mainnet,frxETH,46804,43200,0,3597,3596,17,2818530201.000000000,19883212.000000000,9941606.0,,12687048.0,9941606.0,0E-9,19883212.000000000,1455048.0,335389313.000000000,0.717430508,0.644894569,0.6448945833365194,,0.072536041,1.2E-8,0.072195767,1242700.750000000,1242700.750000000,43200,0.5,0.0,64.868249993,0.216273817,3.9E-8,21.551812948,86400,0.08326388888888889,0.041631944444444444,65243.754652778,32621.877326389,0.000016607,0.000008304,0,frax,frax
2024-02-06 00:00:00+00:00,Fraxtal,mainnet,frxETH,43204,43200,0,3,3,3,2480586866.000000000,23048.000000000,23048.0,,11232788.0,23048.0,0E-9,23048.000000000,788.0,285326.000000000,0.001573226,0.001374981,0.001374981034964864,,0.000198245,0E-9,0.000198245,1440.500000000,1440.500000000,43200,1.0,0.0,59.657281975,0.694800291,2.54E-7,0.016968348,86400,6.944444444444444e-05,3.472222222222222e-05,57420.992268519,28710.496134259,3.6E-8,1.8E-8,0,frax,frax
2024-03-06 00:00:00+00:00,Fraxtal,mainnet,frxETH,47898,43200,105,4577,4565,260,3253203059.000000000,27041428.000000000,13520714.0,,13265751.0,13520714.0,0E-9,27041428.000000000,1988947.0,757702697.000000000,1.229428525,1.048020668,1.04802066197521,,0.181408062,8.3E-8,0.179311977,1690089.250000000,1690089.250000000,43200,0.5,0.0,77.512227681,0.239418216,1.40E-7,69.136339838,86400,0.10594907407407407,0.052974537037037035,75305.626365741,37652.813182870,0.000028459,0.000014229,0,frax,frax
2024-03-13 00:00:00+00:00,Fraxtal,mainnet,frxETH,45393,43200,20,2171,2164,167,2696329684.000000000,9128144.000000000,4564072.0,,11923258.0,4564072.0,0E-9,9128144.000000000,682346.0,212960858.000000000,0.339081320,0.271695554,0.2716955511683601,,0.067386306,0E-9,0.067255291,570509.000000000,570509.000000000,43200,0.5,0.0,59.529199182,0.316423176,1.45E-7,12.623046170,86400,0.05025462962962963,0.025127314814814814,62415.038981481,31207.519490741,0.000007849,0.000003925,0,frax,frax
2024-03-20 00:00:00+00:00,Fraxtal,mainnet,frxETH,46555,43200,14,3339,3206,161,4378140686.000000000,26004056.000000000,1300202.7999999903,,13490097.0,1300202.7999999903,0E-9,26004056.000000000,2251897.0,1895592079.000000000,0.051166727,0.047566093,0.047566074686666335,,0.003601173,3.44E-7,0.002156455,1625253.500000000,1625253.500000000,43200,0.05,0.0,36.583581182,0.001899475,2.03E-7,76.225858831,86400,0.07729166666666666,0.03864583333333333,101345.849212963,50672.924606481,0.000001184,5.92E-7,0,frax,frax
2024-04-16 00:00:00+00:00,Fraxtal,mainnet,frxETH,51529,43200,29,8293,8251,244,4753670384.000000000,36892032.000000000,1844601.6000001559,,13875336.0,1844601.6000001559,0E-9,36892032.000000000,2629876.0,2268644090.000000000,0.050065516,0.020928343,0.02092835276866762,,0.029137711,2.2E-8,0.026716631,2305752.000000000,2305752.000000000,43200,0.05,0.0,11.345730573,0.012843419,4.4E-8,21.625841242,86400,0.1919675925925926,0.0959837962962963,110038.666296296,55019.333148148,0.000001159,5.79E-7,0,frax,frax
2024-03-22 00:00:00+00:00,Fraxtal,mainnet,frxETH,46872,43200,18,3651,3514,157,3554094304.000000000,26640488.000000000,1332024.3999999962,,13364969.0,1332024.3999999962,0E-9,26640488.000000000,2125089.0,1070989255.000000000,0.044078009,0.032974576,0.032974555818551805,,0.011104007,3.4E-8,0.008934157,1665030.500000000,1665030.500000000,43200,0.05,0.0,24.755219062,0.010367475,8.7E-8,27.822938238,86400,0.08451388888888889,0.042256944444444444,82270.701481481,41135.350740741,0.000001020,5.10E-7,0,frax,frax
2024-03-08 00:00:00+00:00,Fraxtal,mainnet,frxETH,52850,43200,67,9566,9538,379,3383635199.000000000,34769452.000000000,17384726.0,,13078884.0,17384726.0,0E-9,34769452.000000000,1818296.0,896262915.000000000,1.519218405,1.029264459,1.0292644700971423,,0.489954612,8E-9,0.489528741,2173090.750000000,2173090.750000000,43200,0.5,0.0,59.205101656,0.546663155,1.42E-7,52.675480708,86400,0.22143518518518518,0.11071759259259259,78324.888865741,39162.444432870,0.000035167,0.000017584,0,frax,frax
2024-03-02 00:00:00+00:00,Fraxtal,mainnet,frxETH,48355,43200,0,5155,5155,29,2964055227.000000000,26851340.000000000,13425670.0,,13220045.0,13425670.0,0E-9,26851340.000000000,1988045.0,481949655.000000000,0.654939894,0.649015890,0.6490158773871568,,0.005924071,0E-9,0.005355339,1678208.750000000,1678208.750000000,43200,0.5,0.0,48.341414424,0.012291671,2E-9,23.259924952,86400,0.1193287037037037,0.05966435185185185,68612.389513889,34306.194756944,0.000015161,0.000007580,0,frax,frax
2024-03-29 00:00:00+00:00,Fraxtal,mainnet,frxETH,47866,43200,49,4608,4533,175,6387394341.000000000,54566768.000000000,2728338.400000062,,15661749.0,2728338.400000062,0E-9,54566768.000000000,4407185.0,3901256211.000000000,0.085891673,0.072950986,0.07295099035922213,,0.012941157,1.14E-7,0.011797464,3410423.000000000,3410423.000000000,43200,0.05,0.0,26.738248584,0.003317049,4.9E-8,88.808232040,86400,0.10666666666666667,0.05333333333333334,147856.350486111,73928.175243056,0.000001988,9.94E-7,0,frax,frax
2024-04-21 00:00:00+00:00,Fraxtal,mainnet,frxETH,47273,43200,38,4033,3979,198,13051216885.000000000,24188820.000000000,1209440.9999999958,,13439936.0,1209440.9999999958,0E-9,24188820.000000000,2190504.0,10564498081.000000000,0.020153156,0.009074140,0.009074161961882779,,0.011079618,0.000001779,0.009040469,1511801.250000000,1511801.250000000,43200,0.05,0.0,7.502773564,0.001048701,1.83E-7,65.322068212,86400,0.09335648148148148,0.04667824074074074,302111.501967593,151055.750983796,4.67E-7,2.33E-7,0,frax,frax
2024-03-07 00:00:00+00:00,Fraxtal,mainnet,frxETH,47574,43200,73,4280,4250,262,2949164765.000000000,23375888.000000000,11687944.0,,12940813.0,11687944.0,0E-9,23375888.000000000,1677193.0,456589895.000000000,1.020501316,0.813998245,0.8139982723960758,,0.206503265,6E-9,0.206158053,1460993.000000000,1460993.000000000,43200,0.5,0.0,69.644265270,0.452272414,8.1E-8,32.174671064,86400,0.09907407407407408,0.04953703703703704,68267.702893519,34133.851446759,0.000023623,0.000011811,0,frax,frax
2024-03-31 00:00:00+00:00,Fraxtal,mainnet,frxETH,47218,43200,23,3993,3882,205,6795564106.000000000,67979000.000000000,3398950.0000000335,,16430548.0,3398950.0000000335,0E-9,67979000.000000000,5188056.0,4313178137.000000000,0.074277779,0.070276278,0.07027625781254306,,0.004002126,0.000001650,0.002664005,4248687.500000000,4248687.500000000,43200,0.05,0.0,20.675872788,0.000927742,3.90E-7,103.443479991,86400,0.09243055555555556,0.04621527777777778,157304.724675926,78652.362337963,0.000001719,8.60E-7,0,frax,frax
2024-02-17 00:00:00+00:00,Fraxtal,mainnet,frxETH,45211,43200,1,2008,2008,11,2634744671.000000000,9655196.000000000,4827598.0,,11899678.0,4827598.0,0E-9,9655196.000000000,667194.0,155235731.000000000,0.133370030,0.096180139,0.09618015087982709,,0.037190153,3E-9,0.031039638,603449.750000000,603449.750000000,43200,0.5,0.0,19.922982585,0.239570187,3.4E-8,3.085737701,86400,0.046481481481481485,0.023240740740740742,60989.459976852,30494.729988426,0.000003087,0.000001544,0,frax,frax
2024-04-07 00:00:00+00:00,Fraxtal,mainnet,frxETH,47504,43200,44,4254,4155,213,13971175806.000000000,48416052.000000000,2420802.600000012,,15352454.0,2420802.600000012,0E-9,48416052.000000000,4100630.0,11485060238.000000000,0.038076551,0.035024693,0.03502471680616202,,0.003052414,0.000002799,0.001560835,3026003.250000000,3026003.250000000,43200,0.05,0.0,14.468225045,0.000265720,2.47E-7,188.861431221,86400,0.09847222222222222,0.04923611111111111,323406.847361111,161703.423680556,8.81E-7,4.41E-7,0,frax,frax
2024-04-06 00:00:00+00:00,Fraxtal,mainnet,frxETH,46867,43200,31,3631,3568,202,5582131682.000000000,52598412.000000000,2629920.6000000164,,15608149.0,2629920.6000000164,0E-9,52598412.000000000,4361849.0,3096395107.000000000,0.052991280,0.034272626,0.034272653907763025,,0.018719178,4.30E-7,0.016618817,3287400.750000000,3287400.750000000,43200,0.05,0.0,13.031820774,0.006045291,1.51E-7,41.585841980,86400,0.08405092592592593,0.042025462962962966,129216.011157407,64608.005578704,0.000001227,6.13E-7,0,frax,frax
2024-04-20 00:00:00+00:00,Fraxtal,mainnet,frxETH,46296,43200,20,3073,3022,175,3446942896.000000000,22258672.000000000,1112933.5999999957,,13287156.0,1112933.5999999957,0E-9,22258672.000000000,2045860.0,963223390.000000000,0.024580474,0.008435009,0.008435014791990849,,0.016145985,8E-9,0.013779614,1391167.000000000,1391167.000000000,43200,0.05,0.0,7.579081800,0.016761888,4.0E-8,6.467748536,86400,0.07113425925925926,0.03556712962962963,79790.344814815,39895.172407407,5.69E-7,2.84E-7,0,frax,frax
2024-02-27 00:00:00+00:00,Fraxtal,mainnet,frxETH,46458,43200,2,3256,3256,25,2814999501.000000000,18531300.000000000,9265650.0,,12575629.0,9265650.0,0E-9,18531300.000000000,1342789.0,332019751.000000000,0.538591954,0.450442225,0.4504422152462754,,0.088149823,1.4E-8,0.077009747,1158206.250000000,1158206.250000000,43200,0.5,0.0,48.614205722,0.265495595,3.8E-8,16.120096384,86400,0.07537037037037037,0.03768518518518518,65162.025486111,32581.012743056,0.000012467,0.000006234,0,frax,frax
2024-03-23 00:00:00+00:00,Fraxtal,mainnet,frxETH,46579,43200,36,3339,3261,171,3369645391.000000000,24342720.000000000,1217135.9999999988,,13237738.0,1217135.9999999988,0E-9,24342720.000000000,1989402.0,884112514.000000000,0.024341073,0.022829839,0.022829831438402143,,0.001511704,1.20E-7,0.000683570,1521420.000000000,1521420.000000000,43200,0.05,0.0,18.757009437,0.001709335,1.77E-7,16.416557978,86400,0.07729166666666666,0.03864583333333333,78001.050717593,39000.525358796,5.63E-7,2.82E-7,0,frax,frax
2024-04-17 00:00:00+00:00,Fraxtal,mainnet,frxETH,57251,43200,33,14015,13973,208,4158034577.000000000,48002472.000000000,2400123.6000005268,,14029494.0,2400123.6000005268,0E-9,48002472.000000000,2782034.0,1672425213.000000000,0.075449446,0.041655648,0.041655655391147774,,0.033794345,4.0E-8,0.030253429,3000154.500000000,3000154.500000000,43200,0.05,0.0,17.355629265,0.020206476,6.3E-8,22.496838086,86400,0.3244212962962963,0.16221064814814815,96250.800393519,48125.400196759,0.000001747,8.73E-7,0,frax,frax
2024-02-16 00:00:00+00:00,Fraxtal,mainnet,frxETH,43602,43200,1,400,400,7,2532705120.000000000,2348948.000000000,1174474.0,,11408562.0,1174474.0,0E-9,2348948.000000000,176078.0,50647465.000000000,0.032990767,0.024835344,0.02483535805261349,,0.008155450,0E-9,0.001327728,146809.250000000,146809.250000000,43200,0.5,0.0,21.145941121,0.161022722,1.0E-8,1.061790463,86400,0.009259259259259259,0.004629629629629629,58627.433333333,29313.716666667,7.64E-7,3.82E-7,0,frax,frax
2024-02-10 00:00:00+00:00,Fraxtal,mainnet,frxETH,43200,43200,0,0,0,1,2479680240.000000000,,,,11232000.0,0.0,0E-9,0E-9,0.0,0E-9,,,,,0E-9,,,0E-9,0E-9,43200,0.0,0.0,0E-9,0E-9,0E-9,0E-9,86400,0.0,0.0,57400.005555556,28700.002777778,,,0,frax,frax
2024-04-13 00:00:00+00:00,Fraxtal,mainnet,frxETH,48898,43200,46,5650,5551,192,11959916734.000000000,34977652.000000000,1748882.5999999975,,14437996.0,1748882.5999999975,0E-9,34977652.000000000,3184564.0,9474472573.000000000,0.203023504,0.132961232,0.1329612402302839,,0.070063091,0.000001444,0.059893245,2186103.250000000,2186103.250000000,43200,0.05,0.0,76.026395500,0.007394847,1.68E-7,155.710448199,86400,0.13078703703703703,0.06539351851851852,276849.924398148,138424.962199074,0.000004700,0.000002350,0,frax,frax
2024-04-27 00:00:00+00:00,Fraxtal,mainnet,frxETH,46828,43200,38,3583,3477,179,3680079209.000000000,19494608.000000000,974730.3999999873,,12897254.0,974730.3999999873,0E-9,19494608.000000000,1647630.0,1193255620.000000000,0.023916870,0.005828999,0.005828980591880342,,0.018088403,1.4E-8,0.014159059,1218413.000000000,1218413.000000000,43200,0.05,0.0,5.980095206,0.015158450,3.7E-8,6.713821257,86400,0.08293981481481481,0.04146990740740741,85187.018726852,42593.509363426,5.54E-7,2.77E-7,0,frax,frax
2024-04-15 00:00:00+00:00,Fraxtal,mainnet,frxETH,49722,43200,28,6493,6388,191,25140725376.000000000,31167104.000000000,1558355.199999944,,13565701.0,1558355.199999944,0E-9,31167104.000000000,2320853.0,22655039722.000000000,0.060700096,0.022891315,0.022891328877321194,,0.037809449,0.000003278,0.034678642,1947944.000000000,1947944.000000000,43200,0.05,0.0,14.689416686,0.001668889,1.56E-7,209.826186522,86400,0.15030092592592592,0.07515046296296296,581961.235555556,290980.617777778,0.000001405,7.03E-7,0,frax,frax
2024-04-10 00:00:00+00:00,Fraxtal,mainnet,frxETH,46879,43200,23,3654,3618,190,3244172307.000000000,25335388.000000000,1266769.400000002,,13437851.0,1266769.400000002,0E-9,25335388.000000000,2195423.0,758858774.000000000,0.046560936,0.022911247,0.022911242859345753,,0.023650135,2.2E-8,0.019614386,1583461.750000000,1583461.750000000,43200,0.05,0.0,18.086356411,0.031164792,7.6E-8,13.950165746,86400,0.08458333333333333,0.042291666666666665,75096.581180556,37548.290590278,0.000001078,5.39E-7,0,frax,frax
2024-03-26 00:00:00+00:00,Fraxtal,mainnet,frxETH,46877,43200,30,3643,3548,191,3178643959.000000000,38225476.000000000,1911273.7999999959,,14296523.0,1911273.7999999959,0E-9,38225476.000000000,3050963.0,694642415.000000000,0.112725646,0.057325238,0.05732524489280929,,0.055401028,1.3E-8,0.053936778,2389092.250000000,2389092.250000000,43200,0.05,0.0,29.993214417,0.079753897,8.5E-8,21.268494364,86400,0.0843287037037037,0.04216435185185185,73579.721273148,36789.860636574,0.000002609,0.000001305,0,frax,frax
2024-03-24 00:00:00+00:00,Fraxtal,mainnet,frxETH,48624,43200,34,5383,5275,200,3548797488.000000000,33500760.000000000,1675037.9999999697,,13948159.0,1675037.9999999697,0E-9,33500760.000000000,2700471.0,1064569006.000000000,0.034724287,0.031482493,0.031482485737937396,,0.003242571,3.8E-8,0.001842593,2093797.500000000,2093797.500000000,43200,0.05,0.0,18.795087477,0.003045219,9.3E-8,20.031511150,86400,0.12460648148148148,0.06230324074074074,82148.090000000,41074.045000000,8.04E-7,4.02E-7,0,frax,frax
2024-02-23 00:00:00+00:00,Fraxtal,mainnet,frxETH,46414,43200,0,3214,3214,11,2770310089.000000000,17020368.000000000,8510184.0,,12463295.0,8510184.0,0E-9,17020368.000000000,1231295.0,288142501.000000000,0.359020849,0.348410952,0.3484109605841144,,0.010609853,4E-9,0.010286555,1063773.000000000,1063773.000000000,43200,0.5,0.0,40.940473271,0.036821706,1.7E-8,11.766828454,86400,0.07439814814814814,0.03719907407407407,64127.548356481,32063.774178241,0.000008311,0.000004155,0,frax,frax
2024-03-25 00:00:00+00:00,Fraxtal,mainnet,frxETH,47460,43200,49,4200,4082,239,3251975218.000000000,38066028.000000000,1903301.399999993,,14516449.0,1903301.399999993,0E-9,38066028.000000000,3261629.0,767392616.000000000,0.114882303,0.055213597,0.055213607285160365,,0.059669352,1.1E-8,0.056100904,2379126.750000000,2379126.750000000,43200,0.05,0.0,29.009387207,0.077755116,1.09E-7,21.589385339,86400,0.09722222222222222,0.04861111111111111,75277.204120370,37638.602060185,0.000002659,0.000001330,0,frax,frax
2024-02-25 00:00:00+00:00,Fraxtal,mainnet,frxETH,47028,43200,0,3828,3828,5,2818690741.000000000,19178412.000000000,9589206.0,,12633168.0,9589206.0,0E-9,19178412.000000000,1401168.0,336075137.000000000,0.272014442,0.271611211,0.27161117683231356,,0.000403187,0E-9,6.33E-7,1198650.750000000,1198650.750000000,43200,0.5,0.0,28.324678480,0.001199927,0E-9,9.508627271,86400,0.08861111111111111,0.044305555555555556,65247.470856481,32623.735428241,0.000006297,0.000003148,0,frax,frax
2024-02-09 00:00:00+00:00,Fraxtal,mainnet,frxETH,43343,43200,4,136,136,8,2604883870.000000000,8505380.000000000,4256610.0,,11816479.0,4256610.0,0E-9,8505380.000000000,582671.0,125329903.000000000,0.212873712,0.212486586,0.2124865888322242,,0.000387121,1.9E-8,0.000387096,531586.250000000,531586.250000000,43200,0.5073529411764707,0.0,49.836235517,0.003088816,2.54E-7,6.280980806,86400,0.003148148148148148,0.001574074074074074,60298.237731481,30149.118865741,0.000004928,0.000002464,0,frax,frax
2024-05-01 00:00:00+00:00,Fraxtal,mainnet,frxETH,47179,43200,22,3956,3877,208,3786479866.000000000,30126664.000000000,1506333.1999999972,,13810899.0,1506333.1999999972,0E-9,30126664.000000000,2568955.0,1300518813.000000000,0.078907178,0.013727112,0.013727128481781136,,0.065180648,4.7E-8,0.061291829,1882916.500000000,1882916.500000000,43200,0.05,0.0,9.112942928,0.050118496,7.4E-8,13.276591402,86400,0.09157407407407407,0.045787037037037036,87649.996898148,43824.998449074,0.000001827,9.13E-7,0,frax,frax
2024-03-28 00:00:00+00:00,Fraxtal,mainnet,frxETH,47361,43200,22,4137,4103,163,4478307278.000000000,41609896.000000000,2080494.8000000033,,14393979.0,2080494.8000000033,0E-9,41609896.000000000,3151715.0,1999002634.000000000,0.103131778,0.073029773,0.07302978339553051,,0.030102509,8.9E-8,0.029683558,2600618.500000000,2600618.500000000,43200,0.05,0.0,35.102122531,0.015058513,6.3E-8,65.045918334,86400,0.09576388888888888,0.04788194444444444,103664.520324074,51832.260162037,0.000002387,0.000001194,0,frax,frax
2024-04-08 00:00:00+00:00,Fraxtal,mainnet,frxETH,48012,43200,24,4783,4486,260,14786965659.000000000,31869492.000000000,1593474.5999999945,,14101143.0,1593474.5999999945,0E-9,31869492.000000000,2858167.0,12302877537.000000000,0.166767107,0.041126744,0.041126767864202246,,0.125641052,5.8E-8,0.029559626,1991843.250000000,1991843.250000000,43200,0.05,0.0,25.809490697,0.010212276,8E-9,311.168199939,86400,0.11071759259259259,0.055358796296296295,342290.871736111,171145.435868056,0.000003860,0.000001930,0,frax,frax
2024-04-04 00:00:00+00:00,Fraxtal,mainnet,frxETH,47404,43200,25,4175,4060,187,5987895326.000000000,37091188.000000000,1854559.4000000143,,14313939.0,1854559.4000000143,0E-9,37091188.000000000,3070159.0,3503680620.000000000,0.079817830,0.048604047,0.048604057496686684,,0.031214473,4.2E-8,0.028595133,2318199.250000000,2318199.250000000,43200,0.05,0.0,26.207873146,0.008908861,2.1E-8,71.344242605,86400,0.09664351851851852,0.04832175925925926,138608.688101852,69304.344050926,0.000001848,9.24E-7,0,frax,frax
