active_secs_per_day,avg_blob_gas_price_on_l2,avg_l1_fee_scalar,avg_l1_gas_price_on_l2,avg_l2_gas_price,base_fee_gwei,blockchain,calldata_bytes_l2_per_day,calldata_bytes_user_txs_l2_per_day,calldata_gas_l2_per_day,calldata_gas_user_txs_l2_per_day,chain_id,compressedtxsize_approx_l2_per_day,compressedtxsize_approx_user_txs_l2_per_day,dt,equivalent_l1_tx_fee,l1_contrib_l2_eth_fees_per_day,l1_contrib_l2_usd_fees_per_day,l1_gas_used_on_l2,l1_gas_used_user_txs_l2_per_day,l2_contrib_l2_eth_fees_per_day,l2_contrib_l2_usd_fees_per_day,l2_data_source,l2_gas_eth_fees_base_fee,l2_gas_eth_fees_priority_fee,l2_gas_usd_fees_base_fee,l2_gas_usd_fees_priority_fee,l2_gas_used,l2_gas_used_user_txs_per_day,l2_num_attr_deposit_txs_per_day,l2_num_success_txs_per_day,l2_num_txs_per_day,l2_num_user_deposit_txs_per_day,median_l2_eth_fees_per_tx,num_blocks,num_users_per_day,last_updated
86093,,,,0.015000000000000001,,optimism_legacy_ovm1,6725575,6431947,45663640,43758124,10,5695425.5,5528526.75,2021-09-27 00:00:00.000 UTC,,30.93826589985001,,,,,,dune,,,,,,,0,40559,42942,703,0.0006479810058913429,43645,4199,2024-07-23 19:02:08.958684
86096,,,,0.014999999999999996,,optimism_legacy_ovm1,2861232,2712288,19121400,18145320,10,2737599.5,2652930.5,2021-11-05 00:00:00.000 UTC,,29.56127065942503,,,,,,dune,,,,,,,0,21251,22743,348,0.0012811497208846936,23091,1697,2024-07-23 19:02:08.958684
86224,,,,0.015,,optimism_legacy_ovm1,3009856,2915924,18907636,18293876,10,3347935.25,3291963.25,2021-08-26 00:00:00.000 UTC,,32.480601293460026,,,,,,dune,,,,,,,0,30648,32227,217,0.0008922941727461036,32486,1349,2024-07-23 19:02:08.958684
86175,,,,0.014999999999999987,,optimism_legacy_ovm1,10734192,9300756,72876168,63553296,10,7526292.5,6711393.0,2021-10-09 00:00:00.000 UTC,,28.156602018705012,,,,,,dune,,,,,,,0,42096,43825,3415,0.0005616633236747172,47240,6795,2024-07-23 19:02:08.958684
86312,,,,0.015000000000000001,,optimism_legacy_ovm1,5768268,5439812,39145236,37023368,10,4879889.25,4693824.5,2021-10-23 00:00:00.000 UTC,,19.53905345023501,,,,,,dune,,,,,,,0,34676,36488,786,0.000508335288384166,37274,4667,2024-07-23 19:02:08.958684
86011,,,,0.015000000000000025,,optimism_legacy_ovm1,123300,92988,738576,533064,10,127829.0,109408.5,2021-07-12 00:00:00.000 UTC,,0.2912828329349998,,,,,,dune,,,,,,,0,1108,1138,82,0.00019574215037079088,1220,579,2024-07-23 19:02:08.958684
85943,,,,0.014999999999999996,,optimism_legacy_ovm1,2271966,2191270,14229780,13703092,10,2505041.25,2457571.25,2021-08-27 00:00:00.000 UTC,,29.782184862179985,,,,,,dune,,,,,,,0,22449,23977,186,0.0009453179093474299,24191,935,2024-07-23 19:02:08.958684
85813,,,,0.014999999999999987,,optimism_legacy_ovm1,486377,14144,4197104,75404,10,729275.0,12328.75,2021-07-06 00:00:00.000 UTC,,0.06111902767500003,,,,,,dune,,,,,,,0,112,112,39,0.0005526588733333333,6867,46,2024-07-23 19:02:08.958684
86043,,,,0.015000000000000003,,optimism_legacy_ovm1,2112780,1844060,14007072,12283748,10,1343486.0,1191986.25,2021-07-25 00:00:00.000 UTC,,1.401516100545,,,,,,dune,,,,,,,0,6915,7029,644,0.00018550752980505948,7673,1680,2024-07-23 19:02:08.958684
85849,,,,0.014999999999999996,,optimism_legacy_ovm1,6619476,5918376,44217792,39698784,10,5970288.0,5573950.0,2021-09-22 00:00:00.000 UTC,,36.915197026320044,,,,,,dune,,,,,,,0,45779,47915,1675,0.0006787342788538053,49590,4698,2024-07-23 19:02:08.958684
86180,,,,0.014999999999999987,,optimism_legacy_ovm1,13471772,11721664,92282840,80945488,10,9713513.5,8720485.0,2021-10-10 00:00:00.000 UTC,,34.662095546985014,,,,,,dune,,,,,,,0,56357,58132,4181,0.00048060007986240865,62315,8296,2024-07-23 19:02:08.958684
64434,,,,0.014999999999999998,,optimism_legacy_ovm1,2728680,2558268,18140256,17032956,10,2675734.0,2578579.75,2021-11-11 00:00:00.000 UTC,,32.409767793704994,,,,,,dune,,,,,,,0,21809,22940,411,0.001453530009612376,23351,1893,2024-07-23 19:02:08.958684
86292,,,,0.014999999999999998,,optimism_legacy_ovm1,6604576,5938328,46665004,42339428,10,5507090.75,5128894.25,2021-10-16 00:00:00.000 UTC,,26.393848283235013,,,,,,dune,,,,,,,0,38014,39602,1586,0.0005998692028416313,41188,5797,2024-07-23 19:02:08.958684
86095,,,,0.014999999999999998,,optimism_legacy_ovm1,2656340,2554692,16589228,15918720,10,2922058.75,2863016.0,2021-09-01 00:00:00.000 UTC,,40.86136892935501,,,,,,dune,,,,,,,0,27002,28873,225,0.0011837328576384252,29125,2316,2024-07-23 19:02:08.958684
86046,,,,0.015000000000000015,,optimism_legacy_ovm1,4747444,4436272,31721824,29709580,10,4112714.0,3936288.75,2021-10-22 00:00:00.000 UTC,,26.586338339909965,,,,,,dune,,,,,,,0,30275,31879,745,0.0007197244684000757,32624,3296,2024-07-23 19:02:08.958684
86162,,,,0.014999999999999996,,optimism_legacy_ovm1,3578588,3515548,21844940,21428944,10,4351256.75,4305129.0,2021-09-08 00:00:00.000 UTC,,70.87074793513504,,,,,,dune,,,,,,,0,41815,43892,143,0.0012158344374060483,44188,1585,2024-07-23 19:02:08.958684
86281,,,,0.014999999999999996,,optimism_legacy_ovm1,4629668,4404284,30555080,29087252,10,4392508.5,4264185.25,2021-11-10 00:00:00.000 UTC,,63.88141762228491,,,,,,dune,,,,,,,0,35167,36890,535,0.001659498516017363,37428,3238,2024-07-23 19:02:08.958684
85699,,,,,,optimism_legacy_ovm1,34692,0,219516,0,10,56219.75,0.0,2021-06-26 00:00:00.000 UTC,,0.0,,,,,,dune,,,,,,,0,0,0,29,,625,0,2024-07-23 19:02:08.958684
86048,,,,0.014999999999999984,,optimism_legacy_ovm1,199937,164125,1711004,1470664,10,357857.75,336240.5,2021-07-07 00:00:00.000 UTC,,1.3561156660499987,,,,,,dune,,,,,,,0,3567,3600,97,0.00035927345192762457,3697,1450,2024-07-23 19:02:08.958684
85898,,,,0.014999999999999993,,optimism_legacy_ovm1,109500,59968,667572,333004,10,104759.25,75212.75,2021-07-11 00:00:00.000 UTC,,0.10330433689500006,,,,,,dune,,,,,,,0,796,803,127,0.00012447466761530612,930,368,2024-07-23 19:02:08.958684
86307,,,,0.015000000000000001,,optimism_legacy_ovm1,6207544,5811348,42501700,39928956,10,5149644.25,4924043.75,2021-10-13 00:00:00.000 UTC,,31.413429454004987,,,,,,dune,,,,,,,0,36621,38266,953,0.0007757102884299121,39219,5032,2024-07-23 19:02:08.958684
86110,,,,0.015000000000000001,,optimism_legacy_ovm1,5596182,5027946,38205528,34518720,10,4469053.5,4146488.0,2021-10-19 00:00:00.000 UTC,,19.09622988669,,,,,,dune,,,,,,,0,29552,31086,1355,0.0005610431513469247,32441,4233,2024-07-23 19:02:08.958684
85960,,,,0.01499999999999999,,optimism_legacy_ovm1,1944852,1860244,12186192,11636380,10,1975641.0,1915709.75,2021-07-29 00:00:00.000 UTC,,5.622342058139987,,,,,,dune,,,,,,,0,17224,17929,193,0.00030055595429258873,18305,1423,2024-07-23 19:02:08.958684
86311,,,,0.014999999999999998,,optimism_legacy_ovm1,8096600,7177948,53728004,47826424,10,6724612.25,6207319.5,2021-09-25 00:00:00.000 UTC,,21.020540089980003,,,,,,dune,,,,,,,0,47247,50090,2183,0.0004056325167696082,52273,4816,2024-07-23 19:02:08.958684
86122,,,,0.015000000000000034,,optimism_legacy_ovm1,166747,109631,1006444,623420,10,156402.75,122739.75,2021-07-09 00:00:00.000 UTC,,0.34429038092999986,,,,,,dune,,,,,,,0,1235,1244,143,0.00025996053279495843,1387,465,2024-07-23 19:02:08.958684
86183,,,,0.015000000000000005,,optimism_legacy_ovm1,3257308,3036076,20756572,19321996,10,3281729.75,3125972.75,2021-08-13 00:00:00.000 UTC,,17.781827867669996,,,,,,dune,,,,,,,0,26113,28914,480,0.0005150729650825749,29886,1582,2024-07-23 19:02:08.958684
86116,,,,0.015,,optimism_legacy_ovm1,2970375,2810511,18759924,17725032,10,2906971.25,2793466.5,2021-08-10 00:00:00.000 UTC,,16.331094411734988,,,,,,dune,,,,,,,0,24308,25553,348,0.0005283152506903711,26271,1480,2024-07-23 19:02:08.958684
86020,,,,0.014999999999999998,,optimism_legacy_ovm1,54436,164,329872,800,10,65293.0,118.0,2021-07-03 00:00:00.000 UTC,,0.00038131596,,,,,,dune,,,,,,,0,3,3,55,0.00013499999999999997,659,2,2024-07-23 19:02:08.958684
86198,,,,0.014999999999999996,,optimism_legacy_ovm1,2962608,2813620,18553680,17595988,10,2951813.0,2846329.25,2021-08-07 00:00:00.000 UTC,,14.650870804650008,,,,,,dune,,,,,,,0,24726,26298,328,0.0005343854865227862,26969,1404,2024-07-23 19:02:08.958684
86362,,,,0.01500000000000001,,optimism_legacy_ovm1,7129668,6372900,48879036,43999992,10,5513071.75,5084643.5,2021-10-17 00:00:00.000 UTC,,22.802041990110013,,,,,,dune,,,,,,,0,35055,36697,1816,0.0005782476518256462,38513,5584,2024-07-23 19:02:08.958684
86159,,,,0.015000000000000019,,optimism_legacy_ovm1,4840680,4617232,31705368,30256276,10,4549809.5,4423473.25,2021-09-28 00:00:00.000 UTC,,33.47599150441501,,,,,,dune,,,,,,,0,37046,38816,526,0.0008099631448654979,39342,2849,2024-07-23 19:02:08.958684
85907,,,,0.015000000000000001,,optimism_legacy_ovm1,2096757,2061357,13186320,12949224,10,2289613.0,2267586.5,2021-09-03 00:00:00.000 UTC,,37.890354477704975,,,,,,dune,,,,,,,0,19971,21870,86,0.00149037660983551,21976,997,2024-07-23 19:02:08.958684
86311,,,,0.014999999999999989,,optimism_legacy_ovm1,4990340,4769708,34888112,33454088,10,4679711.0,4553772.5,2021-10-15 00:00:00.000 UTC,,41.36478496290005,,,,,,dune,,,,,,,0,36626,38257,532,0.0010812994910642932,38791,4258,2024-07-23 19:02:08.958684
85945,,,,0.015000000000000005,,optimism_legacy_ovm1,2780705,2545929,18498116,16976796,10,1695304.25,1561189.75,2021-07-19 00:00:00.000 UTC,,2.609555038019999,,,,,,dune,,,,,,,0,8227,8368,574,0.000265291964594217,8942,1841,2024-07-23 19:02:08.958684
85926,,,,0.015000000000000003,,optimism_legacy_ovm1,3472288,3393716,22255636,21737864,10,3272469.25,3227936.5,2021-10-29 00:00:00.000 UTC,,48.89048444169,,,,,,dune,,,,,,,0,26664,28296,179,0.0017305616452480408,28475,2195,2024-07-23 19:02:08.958684
86006,,,,,,optimism_legacy_ovm1,64100,0,395876,0,10,114570.25,0.0,2021-07-04 00:00:00.000 UTC,,0.0,,,,,,dune,,,,,,,0,0,0,30,,1321,0,2024-07-23 19:02:08.958684
85960,,,,,,optimism_legacy_ovm1,52760,0,332492,0,10,99524.75,0.0,2021-06-29 00:00:00.000 UTC,,0.0,,,,,,dune,,,,,,,0,0,0,31,,1158,0,2024-07-23 19:02:08.958684
86068,,,,0.014999999999999996,,optimism_legacy_ovm1,3087064,2900004,19441912,18239064,10,3018887.5,2891689.5,2021-08-08 00:00:00.000 UTC,,14.361530849010002,,,,,,dune,,,,,,,0,24836,26335,420,0.00043578423210905267,27100,1310,2024-07-23 19:02:08.958684
86088,,,,0.014999999999999994,,optimism_legacy_ovm1,2976232,2886268,19429768,18853540,10,2893484.5,2844210.25,2021-10-31 00:00:00.000 UTC,,36.51900930676503,,,,,,dune,,,,,,,0,23983,25536,195,0.0014727855868942289,25731,1979,2024-07-23 19:02:08.958684
86242,,,,0.01500000000000001,,optimism_legacy_ovm1,19978504,15629240,132159208,104346716,10,13237142.5,10749501.75,2021-09-11 00:00:00.000 UTC,,88.90868435512496,,,,,,dune,,,,,,,0,67292,70476,10294,0.0008896591296943736,81496,12499,2024-07-23 19:02:08.958684
86060,,,,0.015,,optimism_legacy_ovm1,4193633,4120033,25746416,25263196,10,5152087.0,5090877.75,2021-09-07 00:00:00.000 UTC,,114.76319834707513,,,,,,dune,,,,,,,0,50196,52255,146,0.0014626199062059554,52711,1498,2024-07-23 19:02:08.958684
85887,,,,0.015000000000000003,,optimism_legacy_ovm1,1979556,1838052,12995844,12064032,10,1551604.25,1469974.0,2021-07-23 00:00:00.000 UTC,,3.3879082623750003,,,,,,dune,,,,,,,0,10907,11012,340,0.0002110269270823344,11356,1342,2024-07-23 19:02:08.958684
86165,,,,0.014999999999999998,,optimism_legacy_ovm1,2815406,2739470,18939896,18440900,10,2582299.5,2539688.25,2021-11-02 00:00:00.000 UTC,,34.918054225394975,,,,,,dune,,,,,,,0,19375,20990,168,0.0016367156068978802,21158,2013,2024-07-23 19:02:08.958684
86046,,,,0.014999999999999994,,optimism_legacy_ovm1,6139050,5453250,44841732,40412940,10,5442436.25,5054524.75,2021-09-29 00:00:00.000 UTC,,29.426704259355013,,,,,,dune,,,,,,,0,37151,38914,1632,0.000635301368368271,40548,4385,2024-07-23 19:02:08.958684
86191,,,,0.015,,optimism_legacy_ovm1,31744,204,209656,1884,10,50639.5,321.75,2021-06-27 00:00:00.000 UTC,,0.0019878009449999998,,,,,,dune,,,,,,,0,3,3,39,0.00020490031499999998,552,1,2024-07-23 19:02:08.958684
86148,,,,0.015,,optimism_legacy_ovm1,64852,0,433492,0,10,184105.25,0.0,2021-06-30 00:00:00.000 UTC,,0.000310800375,,,,,,dune,,,,,,,0,1,1,16,0.000310800375,2310,1,2024-07-23 19:02:08.958684
86115,,,,0.015000000000000001,,optimism_legacy_ovm1,46104,844,320304,12232,10,125895.0,900.5,2021-06-24 00:00:00.000 UTC,,0.000577501065,,,,,,dune,,,,,,,0,2,2,22,0.00036075078,1557,1,2024-07-23 19:02:08.958684
86137,,,,0.015,,optimism_legacy_ovm1,15233343,13162283,103044528,89607032,10,11497103.0,10320183.5,2021-09-13 00:00:00.000 UTC,,71.59466705861999,,,,,,dune,,,,,,,0,72820,76767,4947,0.0007745603648799861,81724,11444,2024-07-23 19:02:08.958684
86069,,,,0.014999999999999994,,optimism_legacy_ovm1,3568360,3306456,23653528,21960060,10,3095725.5,2947179.75,2021-10-25 00:00:00.000 UTC,,21.866547356669994,,,,,,dune,,,,,,,0,22617,24214,628,0.000796944206646019,24842,2480,2024-07-23 19:02:08.958684
86337,,,,0.015000000000000008,,optimism_legacy_ovm1,3990606,3922962,27741816,27291180,10,3927543.5,3887478.75,2021-10-28 00:00:00.000 UTC,,62.43038151187504,,,,,,dune,,,,,,,0,31124,32799,173,0.0018903855914166854,32974,2330,2024-07-23 19:02:08.958684
86148,,,,0.01500000000000001,,optimism_legacy_ovm1,3817532,3602420,23974232,22579628,10,4139441.5,4010254.75,2021-09-10 00:00:00.000 UTC,,43.36326397959002,,,,,,dune,,,,,,,0,37518,40113,508,0.0009912512189794837,40731,3087,2024-07-23 19:02:08.958684
86028,,,,0.015,,optimism_legacy_ovm1,2203963,2033547,15230092,14106072,10,1541440.75,1443717.5,2021-07-21 00:00:00.000 UTC,,2.3938194561599997,,,,,,dune,,,,,,,0,8857,9076,404,0.0002253428673231777,9480,2394,2024-07-23 19:02:08.958684
86158,,,,0.015000000000000005,,optimism_legacy_ovm1,9043720,8357060,60806788,56377844,10,7061024.25,6673171.25,2021-10-04 00:00:00.000 UTC,,44.978840721435006,,,,,,dune,,,,,,,0,47874,50032,1633,0.000696904205194171,51665,6562,2024-07-23 19:02:08.958684
86263,,,,0.015000000000000005,,optimism_legacy_ovm1,5875288,5366960,39481048,36192368,10,4816761.5,4528939.0,2021-10-18 00:00:00.000 UTC,,27.962586579599996,,,,,,dune,,,,,,,0,33970,35570,1210,0.0006420123947336008,36780,4384,2024-07-23 19:02:08.958684
85903,,,,0.015000000000000003,,optimism_legacy_ovm1,1482736,1420156,9425920,9010756,10,1170384.0,1133760.25,2021-07-26 00:00:00.000 UTC,,3.9514666071000004,,,,,,dune,,,,,,,0,8451,8585,151,0.00045525051717557253,8742,1123,2024-07-23 19:02:08.958684
86348,,,,0.015000000000000005,,optimism_legacy_ovm1,2897404,2761652,18266464,17396744,10,2887282.0,2790356.5,2021-08-09 00:00:00.000 UTC,,14.277106612244994,,,,,,dune,,,,,,,0,24175,25621,299,0.0005091184472859486,26247,1257,2024-07-23 19:02:08.958684
86159,,,,0.015000000000000006,,optimism_legacy_ovm1,1654624,1443188,11877508,10506320,10,1081256.25,960537.0,2021-07-16 00:00:00.000 UTC,,2.415893191650001,,,,,,dune,,,,,,,0,4831,4943,515,0.0004092203290441822,5458,1276,2024-07-23 19:02:08.958684
86006,,,,0.01499999999999999,,optimism_legacy_ovm1,3214420,3111536,20000308,19330208,10,3453015.25,3357210.0,2021-08-12 00:00:00.000 UTC,,19.22136983916001,,,,,,dune,,,,,,,0,28895,32180,197,0.000505868382646626,32973,1426,2024-07-23 19:02:08.958684
86345,,,,0.015000000000000008,,optimism_legacy_ovm1,12847932,10734380,86607660,73004156,10,9385130.75,8191919.75,2021-10-01 00:00:00.000 UTC,,39.84737243441999,,,,,,dune,,,,,,,0,54674,57064,5044,0.0006333111194787677,62108,8884,2024-07-23 19:02:08.958684
86054,,,,0.015000000000000006,,optimism_legacy_ovm1,4502006,4297362,28314176,26984184,10,4713016.0,4543327.5,2021-08-17 00:00:00.000 UTC,,26.123831060295018,,,,,,dune,,,,,,,0,38341,42789,406,0.0005231008935016487,44062,1458,2024-07-23 19:02:08.958684
86149,,,,0.015,,optimism_legacy_ovm1,1647984,1578336,10348956,9897300,10,1819945.75,1780565.25,2021-08-28 00:00:00.000 UTC,,16.202637753600005,,,,,,dune,,,,,,,0,15992,17494,162,0.0007773071125845756,17658,987,2024-07-23 19:02:08.958684
86271,,,,0.015000000000000005,,optimism_legacy_ovm1,2155668,2100796,13229988,12875788,10,2383054.25,2333852.75,2021-08-03 00:00:00.000 UTC,,11.64377865625502,,,,,,dune,,,,,,,0,21269,22750,106,0.00042044121139223403,23148,769,2024-07-23 19:02:08.958684
86150,,,,0.014999999999999998,,optimism_legacy_ovm1,5887072,5062204,39371356,34071820,10,5008601.75,4544576.75,2021-09-30 00:00:00.000 UTC,,37.412073728985,,,,,,dune,,,,,,,0,35730,37530,1949,0.0007382757284100039,39483,4304,2024-07-23 19:02:08.958684
86206,,,,0.014999999999999986,,optimism_legacy_ovm1,5480629,5216565,36514984,34807056,10,4754530.5,4605353.0,2021-10-06 00:00:00.000 UTC,,49.55012511705001,,,,,,dune,,,,,,,0,35647,37676,624,0.0012380903372492314,38300,4333,2024-07-23 19:02:08.958684
86359,,,,0.014999999999999994,,optimism_legacy_ovm1,8991301,8012217,60234268,53952252,10,6652057.75,6100923.75,2021-09-18 00:00:00.000 UTC,,28.11636838786498,,,,,,dune,,,,,,,0,42429,44417,2331,0.0005862416564420604,46748,6848,2024-07-23 19:02:08.958684
86006,,,,0.014999999999999984,,optimism_legacy_ovm1,84852,35576,541428,207908,10,79331.25,49850.25,2021-07-10 00:00:00.000 UTC,,0.08078279298000006,,,,,,dune,,,,,,,0,541,545,127,0.0001372795411607143,672,272,2024-07-23 19:02:08.958684
86300,,,,0.015000000000000005,,optimism_legacy_ovm1,3063140,2818976,20652788,19058048,10,2634411.25,2496048.0,2021-11-07 00:00:00.000 UTC,,17.930207560755,,,,,,dune,,,,,,,0,18422,19862,569,0.0008890137588906556,20431,2113,2024-07-23 19:02:08.958684
86062,,,,0.015000000000000005,,optimism_legacy_ovm1,2569376,2508456,15735560,15333480,10,2897264.5,2860302.5,2021-08-31 00:00:00.000 UTC,,39.06201382900506,,,,,,dune,,,,,,,0,27260,29151,145,0.001102473621215192,29325,1287,2024-07-23 19:02:08.958684
86084,,,,0.015,,optimism_legacy_ovm1,46260,3824,313440,50120,10,64130.0,3540.5,2021-07-02 00:00:00.000 UTC,,0.0016563055200000002,,,,,,dune,,,,,,,0,4,7,40,0.00014790096,656,4,2024-07-23 19:02:08.958684
