Address,Badgeholder,Status,Created at,Updated at,Published at,Metrics in ballot,Metrics viewed,Os multiplier,Ballot content,Signature,Payload
0xc5cd017ce8efd2fefedf114350657394531477ae,true,SUBMITTED,2024-07-11T18:04:30.719Z,2024-07-11T18:09:38.907Z,2024-07-11T18:09:38.907Z,5,1,3,"[{""gas_fees"":35},{""recurring_addresses"":18},{""trusted_recurring_users"":12},{""trusted_users_onboarded"":15},{""power_user_addresses"":20}]",0x9d005e4a99e8508eff1c3457dd7d95397b14172b940ed4351425db52090182c223c410acd24940421825ebc2d6bf780183dd458be2ef403994c9621d65f6b4241c,"{""allocations"":[{""gas_fees"":35},{""recurring_addresses"":18},{""trusted_recurring_users"":12},{""trusted_users_onboarded"":15},{""power_user_addresses"":20}],""os_only"":false,""os_multiplier"":3}"
0xdb5781a835b60110298ff7205d8ef9678ff1f800,true,SUBMITTED,2024-06-30T10:27:00.652Z,2024-07-03T00:43:09.745Z,2024-07-03T00:43:09.745Z,2,16,3,"[{""transaction_count"":50},{""gas_fees"":50}]",0xacadafb40bbeda742b085490d7b1b3fef0d8abb65702c6a51a0e38eb52bd39a847289c2f4d714b36045b2bd3e8cd90215cf7aa1a926d344f19046f099a0c05ad1b,"{""allocations"":[{""gas_fees"":50},{""transaction_count"":50}],""os_only"":false,""os_multiplier"":3}"
0xa3eac0016f6581ac34768c0d4b99ddcd88071c3c,true,SUBMITTED,2024-07-04T10:33:19.199Z,2024-07-04T10:35:51.047Z,2024-07-04T10:35:51.047Z,1,0,1,"[{""trusted_recurring_users"":100}]",0x05f2df07a20b9304bba3b0fc11709fd9c1adf113dc0a6b65f5f3dbdd56945beb34ac4e703d61e1c9f04d2e52cc5d7de87dbbe02fe839c65956fb9cf1a384368c1c,"{""allocations"":[{""trusted_recurring_users"":100}],""os_only"":false,""os_multiplier"":1}"
0x66946def4ba6153c500d743b7a5febfc1654d6bd,true,SUBMITTED,2024-06-28T00:19:01.055Z,2024-07-08T05:16:46.510Z,2024-07-08T05:16:46.510Z,5,16,2.6,"[{""trusted_users_onboarded"":12},{""trusted_transaction_share"":24},{""log_gas_fees"":26},{""trusted_transaction_count"":18},{""transaction_count"":20}]",0x2b0e9fd5183f05e3b0ba8e478996bfa019df51331660f3942951cafc58cfd3691811d47b995176f65e888b8a818e5a15204f3375a3aeb5c4f78b095dcf9091921c,"{""allocations"":[{""trusted_users_onboarded"":12},{""trusted_transaction_share"":24},{""log_gas_fees"":26},{""trusted_transaction_count"":18},{""transaction_count"":20}],""os_only"":false,""os_multiplier"":2.6}"
0x9934465ee73beaf148b1b3ff232c8cd86c4c2c63,true,SUBMITTED,2024-07-01T14:45:29.034Z,2024-07-01T14:47:30.015Z,2024-07-01T14:47:30.015Z,5,10,1,"[{""gas_fees"":30},{""transaction_count"":12.625},{""trusted_monthly_active_users"":12.375},{""trusted_recurring_users"":25},{""trusted_users_onboarded"":20}]",0x6c1166d68ec19e9929ca96fc4c0392338b78450e6974877801ddb6d40feacbe61a208117620ed882d539b1daac8784f70d123913cbfb176bcd379da27fe9a03d1b,"{""allocations"":[{""gas_fees"":30},{""transaction_count"":12.625},{""trusted_monthly_active_users"":12.375},{""trusted_recurring_users"":25},{""trusted_users_onboarded"":20}],""os_only"":false,""os_multiplier"":1}"
0x826976d7c600d45fb8287ca1d7c76fc8eb732030,true,SUBMITTED,2024-07-01T19:43:50.141Z,2024-07-03T23:59:51.322Z,2024-07-03T23:59:51.322Z,5,11,2.4,"[{""trusted_users_onboarded"":15},{""log_trusted_transaction_count"":27},{""log_gas_fees"":20.81176470588236},{""trusted_transaction_share"":18},{""monthly_active_addresses"":19.18823529411765}]",0xe0b3b07dfac5b6c75e588e509c624ca802e7b456bd4ee3a6090cfd6ed6a0a17947b906748ca205c375d694a82563ed61010767178be1c562a9e126db0116c7281b,"{""allocations"":[{""trusted_users_onboarded"":15},{""log_trusted_transaction_count"":27},{""log_gas_fees"":20.81176470588236},{""trusted_transaction_share"":18},{""monthly_active_addresses"":19.18823529411765}],""os_only"":false,""os_multiplier"":2.4}"
0x61b647d3b5a04eec7e78b1d9cfbf9dea593c7865,true,SUBMITTED,2024-07-04T13:35:27.761Z,2024-07-04T13:42:05.219Z,2024-07-04T13:42:05.219Z,7,0,1.5,"[{""trusted_transaction_count"":14.23633736638083},{""trusted_users_onboarded"":14.28571428571429},{""log_gas_fees"":14.25647362856807},{""log_trusted_transaction_count"":14.42763185715964},{""trusted_recurring_users"":14.28667802184894},{""gas_fees"":14.25647362856807},{""trusted_monthly_active_users"":14.24640549747445}]",0xb585067e9f509805cd356478b25bc1cf6f2af3488343d3bdbc33e2a057e0524c1219b635bbd13b42dc68200cb66ab97fee8857fde81e464946e5baa26953f26d1c,"{""allocations"":[{""trusted_transaction_count"":14.23633736638083},{""trusted_users_onboarded"":14.28571428571429},{""log_gas_fees"":14.25647362856807},{""log_trusted_transaction_count"":14.42763185715964},{""trusted_recurring_users"":14.28667802184894},{""gas_fees"":14.25647362856807},{""trusted_monthly_active_users"":14.24640549747445}],""os_only"":false,""os_multiplier"":1.5}"
0x378c23b326504df4d29c81ba6757f53b2c59f315,true,SUBMITTED,2024-07-11T12:12:13.646Z,2024-07-11T12:50:29.226Z,2024-07-11T12:50:29.226Z,16,16,1.5,"[{""trusted_users_onboarded"":1},{""gas_fees"":30},{""trusted_monthly_active_users"":3},{""trusted_daily_active_users"":3},{""log_trusted_transaction_count"":2},{""daily_active_addresses"":8},{""monthly_active_addresses"":7},{""transaction_count"":5},{""log_gas_fees"":20},{""trusted_transaction_count"":3},{""trusted_recurring_users"":2},{""log_transaction_count"":4},{""openrank_trusted_users_count"":3},{""power_user_addresses"":1},{""recurring_addresses"":4},{""trusted_transaction_share"":4}]",0xad00bc6af4c67e8053caa7402b5b51984b1bdb141a763291936a30987c4de6ba41c90e2a353e0f147a1af6f3063ca137f93922523cec26cca0477087a5915dc41c,"{""allocations"":[{""trusted_users_onboarded"":1},{""gas_fees"":30},{""trusted_monthly_active_users"":3},{""trusted_daily_active_users"":3},{""log_trusted_transaction_count"":2},{""daily_active_addresses"":8},{""monthly_active_addresses"":7},{""transaction_count"":5},{""log_gas_fees"":20},{""trusted_transaction_count"":3},{""trusted_recurring_users"":2},{""log_transaction_count"":4},{""openrank_trusted_users_count"":3},{""power_user_addresses"":1},{""recurring_addresses"":4},{""trusted_transaction_share"":4}],""os_only"":false,""os_multiplier"":1.5}"
0x4fd6b3204a6ab48978018b25821682f090840333,true,SUBMITTED,2024-07-04T21:57:04.885Z,2024-07-11T01:50:22.133Z,2024-07-11T01:50:22.133Z,3,0,1,"[{""log_gas_fees"":20},{""gas_fees"":50},{""monthly_active_addresses"":30}]",0x2f89765ec70af2843e045040a0f586d389ce6f3a83e21e696054df5fc27a580771b2c5bbd2793cf73dd0312242d18af0eb3ce0aecedb57eacf540311dc26e8871b,"{""allocations"":[{""log_gas_fees"":20},{""gas_fees"":50},{""monthly_active_addresses"":30}],""os_only"":false,""os_multiplier"":1}"
0x434f5325ddcdbbfcce64be2617c72c4aa33ec3e7,true,SUBMITTED,2024-07-07T06:38:09.880Z,2024-07-07T06:44:11.565Z,2024-07-07T06:44:11.565Z,11,1,1.5,"[{""trusted_users_onboarded"":5},{""daily_active_addresses"":15},{""trusted_daily_active_users"":10},{""log_gas_fees"":5},{""monthly_active_addresses"":10},{""gas_fees"":10},{""log_transaction_count"":5},{""trusted_monthly_active_users"":15},{""log_trusted_transaction_count"":5},{""trusted_transaction_count"":15},{""trusted_recurring_users"":5}]",0x83769ca08e3323d702d4b0d4c593db1a705d29e34d4fa671c5c3c3595a5a770d4af5feb5f85e8526773fc6344140c410a2c8d5da89dce366040a6e7c9c23f3751b,"{""allocations"":[{""trusted_users_onboarded"":5},{""daily_active_addresses"":15},{""trusted_daily_active_users"":10},{""log_gas_fees"":5},{""monthly_active_addresses"":10},{""gas_fees"":10},{""log_transaction_count"":5},{""trusted_monthly_active_users"":15},{""log_trusted_transaction_count"":5},{""trusted_transaction_count"":15},{""trusted_recurring_users"":5}],""os_only"":false,""os_multiplier"":1.5}"
0x490c91f38ec57e3ab00811e0c51a62bfed7e81f4,true,SUBMITTED,2024-07-07T23:17:13.487Z,2024-07-07T23:23:01.888Z,2024-07-07T23:23:01.888Z,4,0,3,"[{""transaction_count"":25.002499750025},{""trusted_users_onboarded"":25},{""gas_fees"":25.002499750025},{""recurring_addresses"":24.99500049995}]",0xb80c2a5188b1496b809113eeb4a4ec8466e6ad5c519b94635fa2937d2123f2c31077daaea6a9918ab7fa4038f87ca2e8f76c093fe89078adb8d86be25f4886261c,"{""allocations"":[{""transaction_count"":25.002499750025},{""trusted_users_onboarded"":25},{""gas_fees"":25.002499750025},{""recurring_addresses"":24.99500049995}],""os_only"":false,""os_multiplier"":3}"
0x1e6d9f536a5d1cc04fc13b3133efdb90c8ee5ea1,true,SUBMITTED,2024-07-09T19:46:32.015Z,2024-07-09T19:54:00.284Z,2024-07-09T19:54:00.284Z,3,2,2,"[{""gas_fees"":50},{""trusted_users_onboarded"":20},{""log_trusted_transaction_count"":30}]",0xf4d8a41307cfe59e1319d766a2c254f64badb9fdb1cf820e05cfef6e104b0ed9383d7a3be076d0954269134f67fe30a656dc3177cfda885cd769c5e43981ae941c,"{""allocations"":[{""gas_fees"":50},{""trusted_users_onboarded"":20},{""log_trusted_transaction_count"":30}],""os_only"":false,""os_multiplier"":2}"
0x5555763613a12d8f3e73be831dff8598089d3dca,true,SUBMITTED,2024-07-11T10:19:19.008Z,2024-07-11T10:30:03.176Z,2024-07-11T10:30:03.176Z,9,0,2,"[{""trusted_transaction_count"":13},{""trusted_recurring_users"":9.965635738831613},{""trusted_monthly_active_users"":11},{""log_trusted_transaction_count"":15},{""trusted_transaction_share"":10.04418262150221},{""trusted_daily_active_users"":9.945999018163965},{""log_gas_fees"":10},{""power_user_addresses"":10.04418262150221},{""openrank_trusted_users_count"":11}]",0xb563bc0d3dd418975c37297188d1034bd5fb28afb3fcaaf712f5f85f0abf11243976d16c54586fb79d1209e9fd71b9d5ed5da50ac6d7e97a88a8bfbf30c691691b,"{""allocations"":[{""trusted_transaction_count"":13},{""trusted_recurring_users"":9.965635738831613},{""trusted_monthly_active_users"":11},{""log_trusted_transaction_count"":15},{""trusted_transaction_share"":10.04418262150221},{""trusted_daily_active_users"":9.945999018163965},{""log_gas_fees"":10},{""power_user_addresses"":10.04418262150221},{""openrank_trusted_users_count"":11}],""os_only"":false,""os_multiplier"":2}"
0x57893e666bd15e886d74751b0879361a3383b57a,true,SUBMITTED,2024-07-03T14:47:49.149Z,2024-07-03T20:07:10.507Z,2024-07-03T20:07:10.507Z,13,5,2,"[{""trusted_users_onboarded"":10},{""transaction_count"":8},{""trusted_recurring_users"":10},{""openrank_trusted_users_count"":8},{""log_transaction_count"":8},{""log_trusted_transaction_count"":8},{""trusted_transaction_count"":8},{""gas_fees"":5},{""recurring_addresses"":3},{""monthly_active_addresses"":5},{""trusted_monthly_active_users"":12},{""trusted_daily_active_users"":10},{""daily_active_addresses"":5}]",0x71629360501ca6c6d53e5377c1c08c08061ad878dd6f38596626c01bb040505b79752a983cdee122b3153b0dee2af6a4549ca721ff23cb7b9d6c9d6a1c64131a1c,"{""allocations"":[{""trusted_users_onboarded"":10},{""transaction_count"":8},{""trusted_recurring_users"":10},{""openrank_trusted_users_count"":8},{""log_transaction_count"":8},{""log_trusted_transaction_count"":8},{""trusted_transaction_count"":8},{""gas_fees"":5},{""recurring_addresses"":3},{""monthly_active_addresses"":5},{""trusted_monthly_active_users"":12},{""trusted_daily_active_users"":10},{""daily_active_addresses"":5}],""os_only"":false,""os_multiplier"":2}"
0xef32eb37f3e8b4bdddf99879b23015f309ed7304,true,SUBMITTED,2024-07-06T13:12:14.996Z,2024-07-06T14:11:03.661Z,2024-07-06T14:11:03.661Z,3,16,3,"[{""monthly_active_addresses"":30},{""recurring_addresses"":25},{""log_transaction_count"":45}]",0x2e4997669904a049c639eb08faa8083fcbff5b8985b3f8c2af878e4ff4c6b2535280198f1768cd776d4a9918db50970da9415bea972beff8151c7123a8494b5a1b,"{""allocations"":[{""monthly_active_addresses"":30.00359971202304},{""recurring_addresses"":25},{""log_transaction_count"":44.99640028797696}],""os_only"":false,""os_multiplier"":3}"
0x45a10f35befa4ab841c77860204b133118b7ccae,true,SUBMITTED,2024-06-27T20:39:22.484Z,2024-07-11T16:35:46.007Z,2024-07-11T16:35:46.007Z,5,16,3,"[{""trusted_recurring_users"":20},{""gas_fees"":20},{""monthly_active_addresses"":20},{""trusted_monthly_active_users"":20},{""trusted_users_onboarded"":20}]",0x4c6687c107ed6ad90dbefcfe2f0fc3fe5395e60196a3dd6f3452f1ca6160ea283083f0f95264f233a9c1fdd3d1b122b532d86c0cbb1d686ac06db521ba0059a51c,"{""allocations"":[{""trusted_recurring_users"":20},{""gas_fees"":20},{""monthly_active_addresses"":20},{""trusted_monthly_active_users"":20},{""trusted_users_onboarded"":20}],""os_only"":false,""os_multiplier"":3}"
0xdcf7be2ff93e1a7671724598b1526f3a33b1ec25,true,SUBMITTED,2024-07-06T13:10:56.158Z,2024-07-06T13:31:29.883Z,2024-07-06T13:31:29.883Z,5,2,1,"[{""trusted_users_onboarded"":4},{""log_transaction_count"":6},{""gas_fees"":80},{""log_gas_fees"":8},{""recurring_addresses"":2}]",0xb616f98a173b3d9518f2365457ad238c1f1cf7472d04d88618d1b0432958958952606f9ab20ae398d444041a5b1c474f76d067a5ee5e8e32ca8c11d4a139af5c1b,"{""allocations"":[{""trusted_users_onboarded"":4},{""log_transaction_count"":6},{""gas_fees"":80},{""log_gas_fees"":8},{""recurring_addresses"":2}],""os_only"":false,""os_multiplier"":1}"
0xdcf09a83e9cc4611b2215bfb7116bfaf5e906d3d,true,SUBMITTED,2024-07-11T18:06:56.989Z,2024-07-11T18:09:38.037Z,2024-07-11T18:09:38.037Z,7,8,3,"[{""log_gas_fees"":14.28571428571429},{""trusted_transaction_count"":14.285},{""log_trusted_transaction_count"":14.285},{""openrank_trusted_users_count"":14.285},{""recurring_addresses"":14.285},{""trusted_recurring_users"":14.285},{""trusted_daily_active_users"":14.285}]",0x378c1a0bd4cd8cc7d0e4548684557c6ac5a929a64ef5dec23a516e0865a045b8121599035a2a46590180b429a362e4c0f0ca64724a1a5f9a0ac2e1c21e144b701c,"{""allocations"":[{""log_gas_fees"":14.28571428571429},{""trusted_transaction_count"":14.285},{""log_trusted_transaction_count"":14.285},{""openrank_trusted_users_count"":14.285},{""recurring_addresses"":14.285},{""trusted_recurring_users"":14.285},{""trusted_daily_active_users"":14.285}],""os_only"":false,""os_multiplier"":3}"
0xf68d2bfcecd7895bba05a7451dd09a1749026454,true,SUBMITTED,2024-06-27T18:51:13.133Z,2024-07-09T13:48:59.750Z,2024-07-09T13:48:59.750Z,2,2,1.2,"[{""trusted_transaction_count"":5},{""gas_fees"":95}]",0x36002e1f864437f38589196f5361ceaa1cefaaa9a5fdfeb4c42efc8c534b316d3b326e6ae826ed2b416b6449e990e0beebd2df20a87138938c56d50a7bbe84511c,"{""allocations"":[{""trusted_transaction_count"":5},{""gas_fees"":95}],""os_only"":false,""os_multiplier"":1.2}"
0x7fc80fad32ec41fd5cfcc14eee9c31953b6b4a8b,true,SUBMITTED,2024-07-04T17:10:51.549Z,2024-07-06T20:25:57.540Z,2024-07-06T20:25:57.540Z,4,10,1.2,"[{""recurring_addresses"":25},{""trusted_transaction_count"":15},{""power_user_addresses"":10},{""log_gas_fees"":50}]",0x8fcd575a6c8e44b2f2b272673098e83b6115612bd7a7005d63b19db75a08d05041373da52c55fb6ae359766dda13a201fc4acd2bfd46e94d49b734abd55add971b,"{""allocations"":[{""recurring_addresses"":25},{""trusted_transaction_count"":15},{""power_user_addresses"":10},{""log_gas_fees"":50}],""os_only"":false,""os_multiplier"":1.2}"
0x1d3bf13f8f7a83390d03db5e23a950778e1d1309,true,SUBMITTED,2024-06-27T20:24:04.911Z,2024-07-09T09:04:09.777Z,2024-07-09T09:04:09.777Z,4,0,2,"[{""recurring_addresses"":25},{""transaction_count"":10},{""gas_fees"":50},{""trusted_users_onboarded"":15}]",0x82453142e9a6319d3f4eefd4bd5d4b5f847d85dae7bf258b9696fbed9cb4518051ad7d4d181dfd099da5b5835b2387611d79fbb940b90e68b31e82b3aaee6d1a1b,"{""allocations"":[{""recurring_addresses"":25},{""transaction_count"":10},{""gas_fees"":50},{""trusted_users_onboarded"":15}],""os_only"":false,""os_multiplier"":2}"
0x6dc43be93a8b5fd37dc16f24872babc6da5e5e3e,true,SUBMITTED,2024-06-27T23:07:45.596Z,2024-07-09T16:19:29.833Z,2024-07-09T16:19:29.833Z,6,16,1.5,"[{""trusted_transaction_share"":30},{""log_gas_fees"":30},{""trusted_monthly_active_users"":9.515248796147672},{""transaction_count"":9.515248796147672},{""daily_active_addresses"":11.40288924558588},{""trusted_users_onboarded"":9.56661316211878}]",0x641bae0fbe5724b85ba376b6fdb13735c72386ac9e9e808eb050e603f99c18d070f09bd17920e8c7dc34abd5d5f2721950c233422b49b937e3dfb91fe72b4ec31b,"{""allocations"":[{""trusted_transaction_share"":30},{""log_gas_fees"":30},{""trusted_monthly_active_users"":9.515248796147672},{""transaction_count"":9.515248796147672},{""daily_active_addresses"":11.40288924558588},{""trusted_users_onboarded"":9.56661316211878}],""os_only"":false,""os_multiplier"":1.5}"
0xf4b0556b9b6f53e00a1fdd2b0478ce841991d8fa,true,SUBMITTED,2024-07-08T14:03:19.727Z,2024-07-08T14:06:15.155Z,2024-07-08T14:06:15.155Z,6,0,1,"[{""trusted_users_onboarded"":16.666},{""gas_fees"":16.66666666666667},{""trusted_transaction_share"":16.666},{""power_user_addresses"":16.666},{""trusted_transaction_count"":16.666},{""trusted_daily_active_users"":16.666}]",0x78702f4e197ca3850987cd77156b2cccb5a3f54268a502d4d8ee734012694a4f13ac7eba8d4bd94ddbdc742c1fb9b5fc64eb1ffbc3748190a9b9e78e8f7cfacc1b,"{""allocations"":[{""trusted_users_onboarded"":16.666},{""gas_fees"":16.66666666666667},{""trusted_transaction_share"":16.666},{""power_user_addresses"":16.666},{""trusted_transaction_count"":16.666},{""trusted_daily_active_users"":16.666}],""os_only"":false,""os_multiplier"":1}"
0x53c61cfb8128ad59244e8c1d26109252ace23d14,true,SUBMITTED,2024-07-08T07:34:38.734Z,2024-07-08T07:36:59.979Z,2024-07-08T07:36:59.979Z,6,1,1,"[{""power_user_addresses"":5},{""gas_fees"":28},{""recurring_addresses"":5},{""monthly_active_addresses"":14},{""transaction_count"":20},{""trusted_users_onboarded"":28}]",0x2f65c85a7a3bef2486c4d167327ed24dc6499df51baa31df398e6ec7ae27c7432545bf5dd9d465fb4e870402f331518cd0a002b3dcc92d00d282c86dce13d4781c,"{""allocations"":[{""power_user_addresses"":5},{""gas_fees"":28},{""recurring_addresses"":5},{""monthly_active_addresses"":14},{""transaction_count"":20},{""trusted_users_onboarded"":28}],""os_only"":false,""os_multiplier"":1}"
0xeee718c1e522ecb4b609265db7a83ab48ea0b06f,true,SUBMITTED,2024-07-04T15:32:05.437Z,2024-07-04T15:36:51.522Z,2024-07-04T15:36:51.522Z,4,9,2,"[{""gas_fees"":15},{""trusted_monthly_active_users"":40},{""trusted_users_onboarded"":30},{""log_gas_fees"":15}]",0xfde6de8fda62d401f776294980630e01da437be6467bc81de65e08b9fd2cb7c56783c13ce3724500d62b4298c009528371d5f7b048b3223c7a6375bdc7a425631b,"{""allocations"":[{""gas_fees"":15},{""trusted_monthly_active_users"":40},{""trusted_users_onboarded"":30},{""log_gas_fees"":15}],""os_only"":false,""os_multiplier"":2}"
0x288c53a1ba857ead34ad0e79f644087f8174185a,true,SUBMITTED,2024-07-06T02:16:00.011Z,2024-07-06T10:04:23.833Z,2024-07-06T10:04:23.833Z,3,16,3,"[{""trusted_users_onboarded"":40},{""trusted_recurring_users"":35},{""gas_fees"":25}]",0x1166500e17a38b288c054c1261ee8b35debf2649115ca53029865b94972d3f521ea616a090a53904d6b5edd472de0c950b75716673cbe8f016b5117193f38fed1b,"{""allocations"":[{""trusted_users_onboarded"":40},{""trusted_recurring_users"":35},{""gas_fees"":25}],""os_only"":false,""os_multiplier"":3}"
0x12681667bb220521c222f50ece5eb752046bc144,true,SUBMITTED,2024-07-01T13:39:42.017Z,2024-07-07T12:40:38.816Z,2024-07-07T12:40:38.816Z,3,0,2.2,"[{""log_gas_fees"":40},{""trusted_monthly_active_users"":40},{""trusted_users_onboarded"":20}]",0xe2298803e0b6c4c924350661d76661d9d9c182f4a2efc7db5c6bd1bfc10abf4d27ef8fd7f3b18438ef178cc4691c658f69131e17d3e2771ce804a2bb6fb73bce1c,"{""allocations"":[{""log_gas_fees"":40},{""trusted_monthly_active_users"":40},{""trusted_users_onboarded"":20}],""os_only"":false,""os_multiplier"":2.2}"
0x0f2ce18919b4eb9838760cfdda65e4c8766e9c19,true,SUBMITTED,2024-07-09T22:40:31.194Z,2024-07-09T22:42:33.223Z,2024-07-09T22:42:33.223Z,2,0,1,"[{""log_gas_fees"":30},{""gas_fees"":70}]",0x186f07af04501a0a5a3a67c40dd701f31faef984703e9da221d74aff301329c770f85681e43079e03a65e1dd062713312f552f3b7f9684ce1e296cec02766b261b,"{""allocations"":[{""log_gas_fees"":30},{""gas_fees"":70}],""os_only"":false,""os_multiplier"":1}"
